Type,Price,Location,Area,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
apartment,4000.0,Hammamet,200,3,2,Good condition,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes
apartment,1700.0,Hammamet,150,2,2,New,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes
apartment,5200.0,Les Berges Du Lac 2,160,3,2,Good condition,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2000.0,Sidi Daoued,130,2,2,Good condition,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,3000.0,La Marsa,120,2,1,New,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,800.0,Hammamet,80,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1680.0,Aouina,200,4,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
house,4500.0,La Marsa,240,3,2,New,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,650.0,Sahloul,84,2,1,Good condition,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,6500.0,Les Jardins de Carthage,400,5,3,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
house,2700.0,Cité Les Pins,120,3,1,Good condition,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no
apartment,1100.0,La Soukra,80,1,1,Good condition,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,950.0,La Marsa,60,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no
apartment,2800.0,Cité Du Stade,110,2,2,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no
apartment,1650.0,La Soukra,180,3,2,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no
house,4500.0,La Marsa,600,5,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no
apartment,1100.0,Cité el Ghazela,120,2,2,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no
apartment,1350.0,Nabeul,90,2,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
apartment,1700.0,Les Jardins de Carthage,100,3,2,New,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,800.0,Hammamet,120,2,1,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
apartment,1500.0,Les Jardins de Carthage,60,1,1,New,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,800.0,El Mourouj 2 inEl Mourouj,140,3,2,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,5000.0,Les Berges Du Lac 2,240,4,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no
house,8000.0,La Marsa,600,11,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,3000.0,Les Berges Du Lac 2,120,2,2,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,3300.0,La Marsa,150,3,2,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,550.0,Sahloul,83,1,1,Good condition,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,1450.0,Cité El Wafa,100,2,1,New,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,3100.0,Gammarth,211,3,2,New,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
apartment,4200.0,La Marsa,230,4,3,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2800.0,Cité Du Stade,180,3,3,New,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Carthage,146,3,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,500.0,Cité Ettahrir Sup inEttahrir,85,1,1,Good condition,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,5500.0,La Marsa,550,6,3,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1799.0,Aouina,90,2,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no
house,4200.0,La Soukra,600,4,3,New,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no
apartment,1300.0,Ain Zaghouan Nord,65,1,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
house,1700.0,La Soukra,240,4,1,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,5000.0,Cité Les Pins,300,3,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1500.0,Aouina,150,2,1,Good condition,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1600.0,Aouina,170,3,1,Good condition,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,3400.0,Chotrana 3,300,4,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,1500.0,La Soukra,125,3,1,New,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3000.0,Mutuelle Ville,280,3,3,Good condition,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3000.0,Les Jardins de Carthage,120,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1900.0,La Marsa,120,2,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
house,1800.0,Sidi Daoued,70,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,850.0,Nouvelle Medina inNouvelle Medina,115,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
house,1650.0,Aouina,116,1,1,New,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,1650.0,Les Jardins de Carthage,135,3,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no
apartment,1650.0,Sahloul,140,3,1,New,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,1500.0,Tantana,60,2,1,New,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes
house,3200.0,Amilcar,130,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
house,2500.0,Aouina,180,4,1,Good condition,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Amilcar,100,3,1,Good condition,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
apartment,1200.0,Le Kram,60,1,2,New,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
house,3800.0,Les Berges Du Lac 2,200,3,3,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes
house,1800.0,Les Berges Du Lac 2,120,2,2,Good condition,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,4500.0,Les Berges Du Lac 2,260,4,3,New,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no
apartment,2500.0,La Marsa,80,1,1,New,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
house,1550.0,Riadh al Andalous,198,4,3,Good condition,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2600.0,Les Berges Du Lac 2,160,3,2,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,600.0,Sousse Corniche,150,3,1,Good condition,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes
house,5500.0,Ain Zaghouan Nord,655,7,5,Good condition,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,1500.0,Hammamet,150,3,2,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1000.0,Bhar Lazreg,100,2,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1350.0,Hammamet,120,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,6500.0,Gammarth Supérieur,500,4,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,2900.0,La Marsa,200,3,2,New,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,900.0,Sahloul,150,3,2,New,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1200.0,Hammamet,80,1,2,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2600.0,Les Jardins de Carthage,140,2,1,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,750.0,Nabeul,65,1,1,Good condition,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no
apartment,3800.0,Gammarth,140,3,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no
apartment,800.0,Aouina,63,1,1,Good condition,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,1000.0,Hammamet,50,1,1,Good condition,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
house,1800.0,Khezama,600,5,1,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1200.0,Cité de la Plage,200,3,1,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,5000.0,Cité Les Pins,200,3,3,New,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,1150.0,Ain Zaghouan Nord,130,3,2,Good condition,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,1200.0,El Kantaoui,40,1,1,Good condition,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes
apartment,2300.0,Ain Zaghouan Nord,134,2,2,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no
house,1000.0,El Mourouj 6 inEl Mourouj,130,2,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
house,3400.0,El Manar 1,500,4,3,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,8000.0,Gammarth,250,3,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,yes
apartment,4800.0,Les Berges Du Lac 2,130,2,3,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,2500.0,Gammarth,240,3,2,New,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,4900.0,La Marsa,300,4,3,New,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no
apartment,650.0,Hammamet Nord,70,1,1,New,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,850.0,Hammamet Nord,80,2,1,New,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,1500.0,Hammamet,80,2,1,New,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no
apartment,2400.0,Gammarth,220,2,2,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,3700.0,Les Berges Du Lac 2,240,3,3,New,yes,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
apartment,1500.0,Cité de la Plage,90,2,2,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes
house,6500.0,Gammarth,650,5,3,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
apartment,2500.0,Gammarth,230,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
apartment,5500.0,La Marsa,130,3,2,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
apartment,900.0,Hammamet,78,2,1,Good condition,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1100.0,La Soukra,115,3,1,Good condition,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
apartment,3000.0,Les Jardins de Carthage,130,2,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
house,1700.0,Les Jardins de Carthage,140,3,2,New,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
house,4500.0,Les Jardins de Carthage,300,4,4,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,5000.0,Gammarth,380,5,4,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes
apartment,1050.0,Cité Ennasr 2,85,1,1,Good condition,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,3500.0,Les Berges Du Lac 2,160,3,2,New,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,3000.0,La Soukra,300,4,1,New,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,3000.0,Les Jardins de Carthage,150,2,1,Good condition,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,1400.0,Cité El Khalil,220,2,2,Good condition,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1150.0,Chotrana 1,65,1,1,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1000.0,Chotrana 1,70,1,1,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1250.0,Aouina,132,3,2,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1600.0,Aouina,80,1,1,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no
apartment,1400.0,La Marsa,100,2,1,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,950.0,Aouina,60,1,1,Good condition,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,800.0,Montplaisir inTunis,95,2,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,3100.0,Gammarth Supérieur,250,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
house,3000.0,Skanes inMonastir Ville,120,3,2,New,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes
house,1000.0,Chotrana 1,80,1,1,New,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,2100.0,La Soukra,240,3,2,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,1700.0,La Marsa,55,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1550.0,Sidi Bousaid,100,1,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,1400.0,Cité de la Plage,120,3,3,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes
apartment,5000.0,El Manar 1,500,6,6,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,7500.0,Carthage,500,4,3,New,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,2000.0,La Marsa,100,2,1,Good condition,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no
apartment,1850.0,Les Jardins de Carthage,100,2,1,Good condition,yes,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,3500.0,Les Jardins de Carthage,200,3,2,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no
house,4000.0,Sidi Daoued,300,4,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1350.0,Les Jardins de Carthage,70,1,1,New,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no
house,3200.0,Cité Du Stade,360,3,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
apartment,2000.0,Les Jardins de Carthage,100,1,1,Good condition,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
house,2300.0,El Menzah 8,150,3,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
house,2800.0,Djerba inDjerba,700,3,2,Good condition,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes
apartment,3850.0,La Marsa,80,3,1,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes
apartment,1400.0,Riadh al Andalous,200,3,2,Good condition,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,5000.0,La Marsa,350,2,3,Good condition,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no
house,7500.0,La Marsa,650,5,4,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,1250.0,Les Jardins de Carthage,75,1,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1700.0,Les Jardins de Carthage,160,3,1,New,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1250.0,Cité El Khalil,90,2,1,Good condition,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
house,1800.0,Aéroport Tunis Carthage,142,3,1,New,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1200.0,La Soukra,70,1,1,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,7000.0,Les Berges Du Lac 2,430,5,5,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes
apartment,850.0,Borj Baccouche,70,1,3,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1300.0,Les Berges Du Lac 1,90,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,5000.0,Les Berges Du Lac 2,195,3,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no
apartment,2600.0,Les Berges Du Lac 2,160,3,2,Good condition,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no
apartment,1300.0,Aouina,100,2,1,New,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
house,1500.0,Chatt Meriem,700,4,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
house,5000.0,La Marsa,400,6,5,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,1200.0,Sahloul,160,3,2,Good condition,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,1100.0,Chotrana 1,180,3,2,Good condition,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,700.0,El Manar 1,200,3,1,Good condition,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
house,680.0,Montfleury inTunis,100,2,1,New,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no
apartment,1620.0,Cité Ennasr 2,150,3,2,Good condition,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,7500.0,Les Berges Du Lac 2,320,5,6,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no
apartment,1480.0,Cité Du Stade,65,1,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,3500.0,Les Berges Du Lac 2,200,4,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no
apartment,2300.0,Ain Zaghouan Nord,120,2,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no
house,2000.0,La Marsa,220,2,2,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,3100.0,Les Berges Du Lac 2,167,3,1,New,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no
apartment,1550.0,Gammarth Supérieur,80,1,2,Good condition,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
house,4300.0,La Soukra,347,4,3,New,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
house,2900.0,Les Berges Du Lac 2,120,3,1,Good condition,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no
apartment,1700.0,Ain Zaghouan Nord,64,1,1,New,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,2100.0,Sidi Daoued,200,2,1,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,800.0,Les Jardins d'El Menzah 1,74,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,3800.0,Gammarth,180,2,3,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,2500.0,La Marsa,120,3,2,New,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,850.0,Cité El Wafa,85,1,1,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no
